pnumerical_distribution
    0.0750,    3.5267
    0.2250,    1.6583
    0.3750,    0.7827
    0.5250,    0.3714
    0.6750,    0.1750
    0.8250,    0.0816
    0.9750,    0.0363
    1.1250,    0.0161
    1.2750,    0.0100
    1.4250,    0.0041
    1.5750,    0.0027
    1.7250,    0.0011
    1.8750,    0.0003
    2.0250,    0.0001
    2.1750,    0.0001
    2.3250,    0.0001
    2.4750,    0.0000
    2.6250,    0.0000
    2.7750,    0.0000
    2.9250,    0.0000
    3.0750,    0.0000
    3.2250,    0.0000
    3.3750,    0.0000
    3.5250,    0.0000
    3.6750,    0.0000
    3.8250,    0.0000
    3.9750,    0.0000
    4.1250,    0.0000
    4.2750,    0.0000
    4.4250,    0.0000
    4.5750,    0.0000
    4.7250,    0.0000
    4.8750,    0.0000
    5.0250,    0.0000
    5.1750,    0.0000
    5.3250,    0.0000
    5.4750,    0.0000
    5.6250,    0.0000
    5.7750,    0.0000
    5.9250,    0.0000
    6.0750,    0.0000
    6.2250,    0.0000
    6.3750,    0.0000
    6.5250,    0.0000
    6.6750,    0.0000
    6.8250,    0.0000
    6.9750,    0.0000
    7.1250,    0.0000
    7.2750,    0.0000
    7.4250,    0.0000
    7.5750,    0.0000
    7.7250,    0.0000
    7.8750,    0.0000
    8.0250,    0.0000
    8.1750,    0.0000
    8.3250,    0.0000
    8.4750,    0.0000
    8.6250,    0.0000
    8.7750,    0.0000
    8.9250,    0.0000
    9.0750,    0.0000
    9.2250,    0.0000
    9.3750,    0.0000
    9.5250,    0.0000
    9.6750,    0.0000
    9.8250,    0.0000
    9.9750,    0.0000
   10.1250,    0.0000
   10.2750,    0.0000
   10.4250,    0.0000
   10.5750,    0.0000
   10.7250,    0.0000
   10.8750,    0.0000
   11.0250,    0.0000
   11.1750,    0.0000
   11.3250,    0.0000
   11.4750,    0.0000
   11.6250,    0.0000
   11.7750,    0.0000
   11.9250,    0.0000
   12.0750,    0.0000
   12.2250,    0.0000
   12.3750,    0.0000
   12.5250,    0.0000
   12.6750,    0.0000
   12.8250,    0.0000
   12.9750,    0.0000
   13.1250,    0.0000
   13.2750,    0.0000
   13.4250,    0.0000
   13.5750,    0.0000
   13.7250,    0.0000
   13.8750,    0.0000
   14.0250,    0.0000
   14.1750,    0.0000
   14.3250,    0.0000
   14.4750,    0.0000
   14.6250,    0.0000
   14.7750,    0.0000
   14.9250,    0.0000
